No.,PosX,PosY,PosZ,Rx,Ry,Rz,DWNx,DWNy,DWNz,Lx,Ly,Lz,
398,1.384170699,0.484025753,0.133611356,1.3906486,0.494936247,0.133074768,1.394152192,0.478471288,0.141172466,1.377692797,0.47311526,0.134147944,
399,1.387121493,0.481874781,0.127817822,1.39372435,0.492689072,0.126955721,1.397428603,0.476136712,0.134781342,1.380518636,0.47106049,0.128679923,
400,1.389708151,0.479709397,0.121857822,1.396410792,0.490431525,0.120674372,1.400305438,0.473785068,0.128202301,1.38300551,0.46898727,0.123041271,
401,1.391923534,0.477542452,0.115750726,1.398702489,0.488176632,0.114250729,1.402774548,0.471429973,0.121455603,1.385144579,0.466908272,0.117250723,
402,1.393760932,0.475386274,0.109515849,1.400594395,0.485936723,0.107704309,1.404828233,0.469084301,0.114560904,1.386927468,0.464835825,0.11132739,
403,1.395213685,0.473252836,0.103172603,1.402081324,0.483723694,0.101054421,1.406458644,0.466760452,0.107537479,1.388346046,0.462781978,0.105290785,
404,1.396274959,0.471153945,0.096740712,1.403157673,0.481549187,0.094320524,1.407657452,0.464470603,0.100404644,1.389392245,0.460758703,0.099160901,
405,1.396937425,0.469101562,0.090240822,1.403817015,0.479425176,0.087523403,1.408415055,0.462228055,0.093185534,1.390057835,0.458777948,0.092958241,
406,1.397198425,0.467105329,0.083695219,1.404057415,0.477361544,0.08068617,1.40872674,0.460047767,0.08591811,1.390339434,0.456849114,0.086704268,
407,1.397061301,0.465171658,0.077127014,1.403883271,0.475364576,0.073832303,1.408596425,0.457937781,0.078631849,1.390239331,0.454978739,0.080421724,
408,1.396530685,0.46330637,0.070558849,1.403300268,0.473440005,0.066985019,1.408029849,0.455904123,0.071351534,1.389761102,0.453172735,0.07413268,
409,1.395612288,0.461514986,0.064013041,1.402315144,0.471593211,0.060167125,1.40703389,0.453952479,0.064101616,1.388909431,0.451436762,0.067858957,
410,1.394312822,0.459802534,0.057510877,1.400935631,0.469829133,0.053400433,1.405616534,0.45208811,0.056905767,1.387690013,0.449775935,0.061621321,
411,1.392640137,0.458173562,0.051072781,1.399170591,0.468152206,0.046705886,1.40378711,0.450315808,0.049786986,1.386109683,0.448194918,0.055439676,
412,1.390603342,0.456632164,0.044718397,1.397030216,0.466566409,0.040103611,1.401556452,0.448639904,0.042767534,1.384176469,0.44669792,0.049333184,
413,1.388213082,0.455181959,0.038466644,1.394526239,0.465075221,0.033613034,1.398937288,0.44706426,0.035869192,1.381899925,0.445288697,0.043320254,
414,1.385481164,0.453825849,0.032334904,1.39167169,0.463681418,0.027252059,1.395943986,0.445591945,0.029112397,1.379290638,0.443970281,0.037417749,
415,1.382420616,0.452566151,0.026339233,1.388480701,0.462387073,0.021036869,1.392591808,0.444225096,0.022514795,1.376360532,0.442745228,0.031641597,
416,1.379045247,0.451404945,0.020494397,1.384968425,0.461194105,0.014982737,1.388897014,0.442965658,0.016092863,1.373122068,0.441615785,0.026006058,
417,1.375369493,0.450344068,0.014814096,1.381150279,0.460104006,0.009103033,1.384876192,0.441815068,0.009861192,1.369588707,0.440584131,0.020525159,
418,1.371407904,0.449384863,0.009310644,1.377041561,0.459117737,0.003409538,1.380545986,0.440774288,0.003832877,1.365774248,0.439651989,0.01521175,
419,1.367174973,0.448528342,0.003995411,1.372657474,0.458235968,-0.00208686,1.375922603,0.439843849,-0.001980466,1.361692472,0.438820716,0.010077682,
420,1.362685123,0.447775466,-0.00112111,1.368001902,0.457457704,-0.007388166,1.371021822,0.439024315,-0.007568534,1.357368344,0.438093227,0.005145947,
421,1.357935849,0.447095945,-0.006008233,1.363000165,0.456718265,-0.012569764,1.365826384,0.438255945,-0.012881822,1.352871534,0.437473625,0.000553298,
422,1.352914986,0.44644,-0.010619137,1.357731334,0.455941073,-0.017534516,1.360300397,0.437441082,-0.017839082,1.348098638,0.436938927,-0.003703758,
423,1.347640205,0.445815274,-0.014941918,1.352238139,0.455139296,-0.022236544,1.354466137,0.436593616,-0.022426562,1.343042272,0.436491251,-0.007647292,
424,1.342128753,0.445232178,-0.018964973,1.346524655,0.454323727,-0.026666265,1.348345233,0.435732685,-0.026630973,1.337732852,0.436140629,-0.01126368,
425,1.336397356,0.444701849,-0.022676014,1.340596624,0.453504931,-0.030810008,1.341965507,0.434878986,-0.030432274,1.332198088,0.435898768,-0.014542019,
426,1.330469247,0.44423263,-0.026072918,1.334485368,0.452689192,-0.034654727,1.33537926,0.43404974,-0.033809397,1.326453126,0.435776068,-0.017491109,
427,1.324372562,0.443833329,-0.029167041,1.328219773,0.451883732,-0.038204742,1.32862311,0.433263027,-0.036773219,1.320525351,0.435782926,-0.02012934,
428,1.318132493,0.443515315,-0.031971411,1.321819849,0.451099247,-0.041467582,1.321723726,0.43254089,-0.039341452,1.314445137,0.435931383,-0.02247524,
429,1.31177174,0.443291562,-0.034500521,1.315303889,0.450349041,-0.044450691,1.314705849,0.431907986,-0.041533123,1.30823959,0.436234083,-0.02455035,
430,1.305311274,0.443176233,-0.036771164,1.308690223,0.449648572,-0.047162584,1.307593137,0.431390562,-0.043369932,1.301932325,0.436703894,-0.026379745,
431,1.298770863,0.443183986,-0.03880337,1.301998035,0.449015064,-0.049614194,1.300408795,0.431015534,-0.044877781,1.295543691,0.437352908,-0.027992546,
432,1.292169096,0.443329247,-0.040620822,1.295247081,0.448466638,-0.051820076,1.293174877,0.43080911,-0.046087712,1.289091111,0.438191855,-0.029421568,
433,1.285523658,0.443625397,-0.042251384,1.288457688,0.448021375,-0.053799405,1.285912342,0.430795603,-0.047036534,1.282589627,0.439229419,-0.030703362,
434,1.278851247,0.444083986,-0.04372711,1.281648333,0.447696387,-0.05557687,1.278641219,0.430996151,-0.047766521,1.27605416,0.440471586,-0.031877349,
435,1.272166836,0.444711918,-0.045081397,1.274827689,0.447505245,-0.057181284,1.271383658,0.431424932,-0.048321,1.269505982,0.441918591,-0.03298151,
436,1.265482795,0.445508452,-0.046346205,1.26800805,0.447454283,-0.058639577,1.264157986,0.432086329,-0.048742822,1.262957539,0.443562622,-0.034052834,
437,1.258810055,0.446469781,-0.047555041,1.261204779,0.447549522,-0.059980391,1.256975,0.432980644,-0.04908089,1.25641533,0.44539004,-0.035129691,
438,1.252158096,0.447589822,-0.048741603,1.254431116,0.447795994,-0.061234834,1.24984263,0.434103658,-0.049385438,1.249885075,0.44738365,-0.036248371,
439,1.245535178,0.448860425,-0.049938986,1.247698902,0.448197053,-0.06243571,1.24276663,0.435446493,-0.049706274,1.243371454,0.449523796,-0.037442263,
440,1.238948685,0.450271479,-0.051179164,1.241019407,0.448754096,-0.063616998,1.235751205,0.436995699,-0.050091877,1.236877963,0.451788863,-0.03874133,
441,1.232405425,0.451811192,-0.052492932,1.234403986,0.449466213,-0.064813519,1.228799301,0.43873363,-0.050588849,1.230406864,0.454156171,-0.040172344,
442,1.225912151,0.453466425,-0.053910068,1.227864966,0.450330109,-0.066060793,1.221912863,0.440639151,-0.051241877,1.223959335,0.45660274,-0.041759343,
443,1.219476151,0.455223205,-0.055459863,1.221415149,0.451339901,-0.06739512,1.215093452,0.44268874,-0.052093616,1.217537153,0.45910651,-0.043524606,
444,1.213105973,0.457068178,-0.057170575,1.215063779,0.452492901,-0.068854918,1.208339863,0.444858466,-0.053188178,1.211148166,0.461643455,-0.045486232,
445,1.206810918,0.458991219,-0.059063548,1.208814051,0.453785273,-0.070472999,1.201658685,0.447126384,-0.054554384,1.204807785,0.464197165,-0.047654097,
446,1.200601507,0.46098263,-0.061157849,1.202681043,0.455211052,-0.072277855,1.195058575,0.449470137,-0.056219137,1.198521971,0.466754209,-0.050037844,
447,1.194489808,0.463032932,-0.063471123,1.196681041,0.456762332,-0.074295549,1.188551068,0.451867959,-0.058205452,1.192298576,0.469303531,-0.052646697,
448,1.188489589,0.465132945,-0.066019507,1.190832206,0.458430406,-0.076549369,1.182150822,0.45429889,-0.060533548,1.186146972,0.471835485,-0.055489645,
449,1.182616438,0.467273863,-0.068817438,1.185154902,0.460206084,-0.07905915,1.17587626,0.456743,-0.063220712,1.180077975,0.474341642,-0.058575727,
450,1.176887671,0.469447096,-0.071877342,1.17967146,0.462080093,-0.081840658,1.169750055,0.459181274,-0.066280932,1.174103882,0.476814099,-0.061914027,
451,1.171322082,0.471643986,-0.075209274,1.174406226,0.46404329,-0.084905025,1.163799329,0.46159511,-0.069724685,1.168237938,0.479244682,-0.065513522,
452,1.165937918,0.473859288,-0.078815918,1.169322925,0.466111195,-0.088292137,1.158050288,0.463974055,-0.073550945,1.162552911,0.48160738,-0.069339699,
453,1.160731712,0.476138822,-0.082637753,1.164326917,0.468302693,-0.091962957,1.152485247,0.46640863,-0.077640616,1.157136507,0.483974951,-0.07331255,
454,1.155715466,0.478498781,-0.086659438,1.159529327,0.470568088,-0.095816329,1.147104603,0.468935699,-0.08196337,1.151901605,0.486429474,-0.077502548,
455,1.150909685,0.480935836,-0.090886699,1.154951396,0.47290226,-0.099854207,1.141935233,0.471550836,-0.086523945,1.146867973,0.488969411,-0.081919191,
456,1.146334726,0.483445616,-0.095322274,1.150610143,0.475300725,-0.104078505,1.137002082,0.474249178,-0.091324795,1.142059309,0.491590507,-0.086566043,
457,1.14201111,0.486022753,-0.099966438,1.146523115,0.477757911,-0.10848843,1.132329534,0.477025082,-0.096366219,1.137499104,0.494287596,-0.091444446,
458,1.13795989,0.488661,-0.104817315,1.142708611,0.480267189,-0.113080697,1.127941918,0.479872301,-0.101646918,1.13321117,0.497054811,-0.096553933,
459,1.13420326,0.491353247,-0.109871151,1.139186347,0.48282084,-0.117849672,1.123864219,0.482784082,-0.107164479,1.129220174,0.499885653,-0.10189263,
460,1.130764603,0.49409163,-0.115122507,1.135977242,0.485410113,-0.122787351,1.120122466,0.485753342,-0.11291563,1.125551964,0.502773147,-0.107457663,
461,1.127669356,0.496867356,-0.120564342,1.133103458,0.488025489,-0.127884305,1.116745411,0.488772,-0.118895479,1.122235255,0.505709223,-0.11324438,
462,1.12494489,0.499670466,-0.126187466,1.130587704,0.490657619,-0.13313133,1.113766192,0.491828753,-0.125093425,1.119302077,0.508683313,-0.119243601,
463,1.122608808,0.502489164,-0.131975082,1.128438388,0.493302099,-0.138525171,1.111215562,0.494900219,-0.131470932,1.116779229,0.51167623,-0.125424994,
464,1.120669315,0.505311288,-0.137905671,1.126661645,0.4959474,-0.144045664,1.109101849,0.497973959,-0.138005055,1.114676985,0.514675175,-0.131765678,
465,1.119138699,0.508124479,-0.143958767,1.125269573,0.498578766,-0.149666808,1.107436274,0.501040438,-0.144681219,1.113007824,0.517670193,-0.138250727,
466,1.118032973,0.510915438,-0.150113753,1.124275962,0.501181244,-0.155363578,1.106236137,0.504088151,-0.151483178,1.111789983,0.520649633,-0.144863929,
467,1.117370849,0.513669479,-0.156348493,1.123695741,0.503739413,-0.16111079,1.105523452,0.507102918,-0.158391027,1.111045957,0.523599546,-0.151586196,
468,1.117171918,0.516370274,-0.162638315,1.123543571,0.506237452,-0.166883074,1.105322342,0.51006726,-0.16537911,1.110800264,0.526503096,-0.158393556,
469,1.117454137,0.51899974,-0.168954945,1.12383209,0.508659463,-0.172654989,1.105655425,0.512959808,-0.172413548,1.111076184,0.529340016,-0.165254902,
470,1.118229356,0.521539096,-0.175266986,1.124568015,0.510988812,-0.178397917,1.106538384,0.515758726,-0.179457575,1.111890697,0.53208938,-0.172136055,
471,1.11950063,0.523970301,-0.181540945,1.125756434,0.513220158,-0.18410792,1.107971151,0.518432041,-0.186445151,1.113244826,0.534720445,-0.17897397,
472,1.121258726,0.52628174,-0.187742521,1.127387581,0.51534116,-0.189750238,1.109945767,0.520974219,-0.193354986,1.115129871,0.53722232,-0.185734803,
473,1.123492863,0.528463945,-0.193836781,1.129452402,0.51734446,-0.195296506,1.112449644,0.523373315,-0.200144342,1.117533325,0.53958343,-0.192377056,
474,1.12619226,0.53050763,-0.199788753,1.131939671,0.519220226,-0.20071165,1.115472986,0.525621096,-0.206779562,1.12044485,0.541795035,-0.198865857,
475,1.12934663,0.53240337,-0.205563425,1.134837843,0.520958778,-0.205960782,1.119007397,0.527708548,-0.213225767,1.123855417,0.543847962,-0.205166067,
476,1.132945342,0.53414111,-0.211124274,1.138134689,0.522550289,-0.211008526,1.123044712,0.529625384,-0.219445219,1.127755995,0.54573193,-0.211240022,
477,1.136976192,0.535710096,-0.216432548,1.141816454,0.523984707,-0.215818427,1.127575164,0.531359849,-0.225396288,1.13213593,0.547435485,-0.217046669,
478,1.141424288,0.53709974,-0.221449521,1.145869021,0.52525318,-0.220357143,1.132582753,0.532898822,-0.231032425,1.136979554,0.5489463,-0.222541898,
479,1.146268055,0.53829989,-0.226138822,1.150274562,0.526347654,-0.224595467,1.138034808,0.534227726,-0.236301685,1.142261548,0.550252127,-0.227682177,
480,1.151472137,0.539302781,-0.230474616,1.155008427,0.527263028,-0.2285178,1.143876274,0.535334795,-0.241161548,1.147935847,0.551342533,-0.232431432,
481,1.156998575,0.540103315,-0.234437616,1.160037508,0.527994487,-0.232107116,1.150063096,0.536215767,-0.245592822,1.153959643,0.552212143,-0.236768117,
482,1.162809575,0.54069789,-0.238011397,1.16532716,0.528538263,-0.235347712,1.156553986,0.536868288,-0.249580932,1.160291991,0.552857518,-0.240675083,
483,1.168867493,0.541083603,-0.241180644,1.170840946,0.528891196,-0.238224185,1.163310658,0.537290712,-0.253113288,1.16689404,0.553276009,-0.244137102,
484,1.17513637,0.541257822,-0.24393011,1.176540736,0.529050557,-0.240720667,1.17029874,0.537481397,-0.256177082,1.173732004,0.553465087,-0.247139552,
485,1.181581918,0.541210068,-0.246241384,1.182359818,0.52900909,-0.242803214,1.177488,0.537423219,-0.258753466,1.180804017,0.553411047,-0.249679553,
486,1.188169055,0.540912671,-0.248088507,1.188272661,0.528749361,-0.244437066,1.184847795,0.537065548,-0.260809411,1.188065448,0.553075982,-0.251739947,
487,1.194857123,0.540358877,-0.249447507,1.194262801,0.528267194,-0.245609795,1.192334178,0.536398562,-0.262316192,1.195451445,0.552450559,-0.253285218,
488,1.201602425,0.539550342,-0.25030326,1.200308091,0.527563079,-0.246313238,1.199874671,0.535426904,-0.263251795,1.202896758,0.551537606,-0.254293283,
489,1.208359767,0.538499877,-0.250658795,1.20637905,0.526646954,-0.246550878,1.207402493,0.53416811,-0.263619192,1.210340485,0.550352799,-0.254766711,
490,1.215085795,0.537223068,-0.250522644,1.212432904,0.525532782,-0.246328659,1.214867616,0.53264174,-0.26343063,1.217738685,0.548913355,-0.254716628,
491,1.221741178,0.53573563,-0.249905123,1.218429856,0.52423498,-0.245655373,1.22222563,0.530867945,-0.262700562,1.2250525,0.54723628,-0.254154873,
492,1.228289425,0.534053301,-0.248817767,1.224332448,0.522768818,-0.24454075,1.229436247,0.528865548,-0.26144411,1.232246402,0.545337785,-0.253094784,
493,1.234695918,0.53219211,-0.247272986,1.23010455,0.521149968,-0.242997442,1.236462466,0.526654589,-0.259677329,1.239287285,0.543234252,-0.25154853,
494,1.240927753,0.530168055,-0.245283534,1.235712041,0.519394467,-0.241038978,1.24326937,0.524254466,-0.257416082,1.246143466,0.540941643,-0.24952809,
495,1.246953753,0.527996808,-0.242861986,1.241122637,0.517518432,-0.238679686,1.249824452,0.521684068,-0.254675575,1.25278487,0.538475185,-0.247044287,
496,1.252743329,0.525694082,-0.240020767,1.246304861,0.515538235,-0.235934822,1.256096055,0.518962123,-0.251470329,1.259181797,0.535849929,-0.244106713,
497,1.258265452,0.523275795,-0.236772534,1.251232408,0.513468664,-0.23281698,1.262047068,0.516109068,-0.247817438,1.265298496,0.533082925,-0.240728089,
498,1.263497027,0.520761164,-0.233139397,1.255900091,0.511321127,-0.229336471,1.267637479,0.513153671,-0.24375237,1.271093964,0.530201201,-0.236942323,
499,1.268427479,0.518173767,-0.229153082,1.26030649,0.509112863,-0.225514443,1.272853986,0.510125329,-0.239315822,1.276548469,0.527234671,-0.232791721,
500,1.273049918,0.515537288,-0.224842712,1.264441515,0.506866337,-0.22137861,1.277697123,0.507049836,-0.234539068,1.281658321,0.524208238,-0.228306815,
501,1.277359945,0.512875247,-0.22023437,1.268299346,0.504603152,-0.216952918,1.282168562,0.50395274,-0.229449493,1.286420544,0.521147341,-0.223515821,
502,1.281355726,0.510211918,-0.215351795,1.271877932,0.502344839,-0.212258151,1.28627189,0.500860315,-0.224071384,1.29083352,0.518078996,-0.218445438,
503,1.285038644,0.507572534,-0.210216726,1.27517938,0.50011305,-0.207311372,1.290013288,0.497799904,-0.218426534,1.294897908,0.515032019,-0.21312208,
504,1.288414164,0.504984,-0.20484963,1.278210451,0.497930153,-0.202126128,1.293402603,0.494800616,-0.21253511,1.298617878,0.512037847,-0.207573132,
505,1.291493342,0.502475466,-0.199270397,1.280981718,0.495821263,-0.196717519,1.296458014,0.491892726,-0.206412534,1.302004967,0.509129669,-0.201823275,
506,1.294289589,0.50007626,-0.193497288,1.283503873,0.493814817,-0.191098842,1.299191192,0.489110247,-0.200083137,1.305075305,0.506337703,-0.195895733,
507,1.296812795,0.497814082,-0.187545945,1.285778831,0.491941272,-0.18529835,1.301620753,0.486481247,-0.193554507,1.307846758,0.503686892,-0.18979354,
508,1.299077123,0.49571274,-0.181433671,1.287822078,0.490221387,-0.179322055,1.303757753,0.484035123,-0.186853767,1.310332168,0.501204093,-0.183545288,
509,1.301102493,0.493794356,-0.175178932,1.289652351,0.488675964,-0.173182339,1.305624493,0.481796877,-0.180002274,1.312552635,0.498912748,-0.177175524,
510,1.302911986,0.492080055,-0.168799849,1.291290547,0.487325886,-0.166894608,1.307248726,0.479789192,-0.173016479,1.314533426,0.496834224,-0.170705091,
511,1.304529726,0.49059174,-0.162313507,1.29275835,0.486193095,-0.160475944,1.308661014,0.478034849,-0.165906493,1.316301102,0.494990385,-0.16415107,
512,1.305978027,0.489353452,-0.155735288,1.294075041,0.485303092,-0.153945464,1.309888452,0.476559712,-0.158681712,1.317881013,0.493403812,-0.157525111,
513,1.307273082,0.488386767,-0.149080014,1.295250526,0.484681085,-0.147343339,1.310950178,0.475389096,-0.151358616,1.319295639,0.492092449,-0.150816688,
514,1.308421644,0.487701808,-0.14236311,1.296289283,0.484339585,-0.140692374,1.311849726,0.474536082,-0.143964507,1.320554005,0.491064032,-0.144033845,
515,1.309430274,0.487310986,-0.135600411,1.297198472,0.484287916,-0.134008542,1.312598384,0.474014644,-0.136507575,1.321662076,0.490334056,-0.13719228,
516,1.310305767,0.487228438,-0.128808548,1.297985129,0.48453835,-0.127306811,1.313204918,0.473841521,-0.129003452,1.322626405,0.489918527,-0.130310285,
517,1.311056671,0.487467315,-0.122005507,1.298657839,0.485103134,-0.120602093,1.31367837,0.474032342,-0.121475781,1.323455503,0.489831496,-0.12340892,
518,1.311694671,0.488036301,-0.115210425,1.299227996,0.485991297,-0.113910491,1.314030041,0.474596589,-0.113956411,1.324161347,0.490081306,-0.116510359,
519,1.312232192,0.488934877,-0.108442301,1.299706309,0.48720219,-0.107263322,1.314270548,0.475530849,-0.106485329,1.324758075,0.490667563,-0.10962128,
520,1.312671699,0.490152397,-0.101717151,1.300094343,0.488721717,-0.100690902,1.314402699,0.476820205,-0.099088726,1.325249055,0.491583078,-0.1027434,
521,1.313013507,0.491673877,-0.09504837,1.30039306,0.490533417,-0.094203579,1.314427315,0.478444521,-0.091786836,1.325633954,0.492814337,-0.095893161,
522,1.313259014,0.493483932,-0.088447671,1.300604518,0.492620078,-0.087809357,1.314347795,0.480384767,-0.084590356,1.32591351,0.494347786,-0.089085986,
523,1.313409603,0.495569288,-0.081925795,1.300730532,0.49496605,-0.081516816,1.314168027,0.482626164,-0.077503959,1.326088673,0.496172525,-0.082334773,
524,1.313465205,0.497921219,-0.075493795,1.300771314,0.497560044,-0.075337165,1.313889521,0.485159479,-0.07053289,1.326159097,0.498282394,-0.075650424,
525,1.31342311,0.500533945,-0.069163123,1.300724608,0.500386981,-0.069292028,1.313512808,0.487978466,-0.063685521,1.326121611,0.50068091,-0.069034218,
526,1.313271151,0.503390493,-0.062940301,1.300579317,0.503430778,-0.063393704,1.313020027,0.491045808,-0.057007493,1.325962985,0.503350209,-0.062486899,
527,1.31299837,0.506465384,-0.056826548,1.300325802,0.506665624,-0.057636363,1.312402425,0.494328795,-0.050501959,1.325670938,0.506265143,-0.056016732,
528,1.312594219,0.509732945,-0.050820904,1.299954798,0.510066015,-0.052014247,1.311651589,0.497794959,-0.044168945,1.32523364,0.509399875,-0.049627561,
529,1.312048233,0.513167808,-0.04492074,1.299457059,0.513606835,-0.046520622,1.310759685,0.501413247,-0.03800537,1.324639407,0.512728782,-0.043320857,
530,1.311349356,0.516745123,-0.039122178,1.298822813,0.517263271,-0.041148831,1.309718644,0.505153795,-0.032006397,1.3238759,0.516226976,-0.037095525,
531,1.310485233,0.520440397,-0.033420671,1.298042103,0.52100636,-0.035898187,1.30851963,0.508988863,-0.026164562,1.322928363,0.519874434,-0.030943155,
532,1.309439411,0.524228397,-0.027811164,1.297099138,0.524818985,-0.030753792,1.30714989,0.512880644,-0.020487288,1.321779683,0.523637809,-0.024868536,
533,1.308190274,0.528079507,-0.022286932,1.295977954,0.5286601,-0.025723818,1.305593986,0.51679489,-0.014967836,1.320402594,0.527498914,-0.018850045,
534,1.306713685,0.531959973,-0.016839945,1.294656483,0.532503063,-0.020792046,1.303835247,0.520688082,-0.009607274,1.318770887,0.531416883,-0.012887845,
535,1.304985425,0.53583126,-0.011460986,1.293112576,0.536315473,-0.015943286,1.301859274,0.524514781,-0.004402863,1.316858274,0.535347047,-0.006978686,
536,1.302983055,0.539649616,-0.006139685,1.291323858,0.540062951,-0.011157874,1.299655493,0.52822726,0.000650726,1.314642252,0.539236282,-0.001121496,
537,1.300689164,0.543366685,-0.000864658,1.289268715,0.543710588,-0.00640949,1.297218493,0.531779384,0.005565068,1.312109614,0.543022782,0.004680175,
538,1.298091712,0.546932123,0.004373973,1.286940084,0.54720403,-0.001697046,1.294549288,0.535126836,0.010352178,1.309243341,0.546660216,0.010444992,
539,1.295166589,0.55029526,0.009573192,1.284323685,0.5504867,0.002963743,1.29163411,0.538232151,0.015018877,1.306009493,0.55010382,0.01618264,
540,1.291891534,0.553405493,0.014720562,1.28139661,0.553516478,0.00756975,1.288461438,0.541058986,0.019563151,1.302386459,0.553294508,0.021871373,
541,1.288256753,0.556214945,0.019798753,1.278142651,0.556255661,0.012118035,1.285026699,0.543577973,0.023985151,1.298370856,0.556174229,0.027479472,
542,1.284266205,0.558681808,0.024786918,1.274555811,0.558669946,0.016601679,1.281332082,0.545766836,0.028286466,1.2939766,0.55869367,0.032972157,
543,1.279937356,0.560773726,0.029663,1.27064022,0.560731003,0.021011328,1.277383945,0.547611562,0.032471904,1.289234493,0.560816449,0.038314672,
544,1.275302863,0.562477425,0.034407616,1.266409066,0.562425786,0.025341874,1.273182219,0.549116863,0.036564137,1.28419666,0.562529063,0.043473359,
545,1.27040411,0.563800356,0.039006068,1.261895122,0.563755195,0.029578173,1.268747068,0.550292123,0.040566315,1.278913097,0.563845517,0.048433964,
546,1.265282342,0.564758247,0.043449795,1.257130505,0.564728287,0.033711384,1.264100123,0.551149767,0.044481274,1.27343418,0.564788206,0.053188205,
547,1.259979178,0.565377329,0.047738603,1.252146326,0.565364387,0.037741785,1.259259507,0.551709986,0.048320192,1.26781203,0.56539027,0.05773542,
548,1.254534863,0.565694082,0.051881425,1.246976839,0.565692711,0.041675235,1.254247192,0.552000164,0.052096288,1.262092887,0.565695454,0.062087615,
549,1.248987781,0.565760589,0.055898137,1.241598426,0.565760589,0.045569176,1.248974616,0.552061973,0.055907562,1.256377136,0.565760589,0.066227098,
550,1.243413274,0.56575889,0.059877836,1.236032301,0.565758484,0.04954288,1.243413521,0.55206026,0.059878192,1.250794247,0.565759297,0.070212791,
551,1.237839466,0.56575889,0.063858521,1.230458467,0.565758433,0.053523591,1.237839753,0.55206026,0.063858918,1.245220464,0.565759348,0.07419345,
552,1.232265671,0.56575889,0.067839233,1.224884634,0.565758344,0.057504328,1.232266014,0.55206026,0.067839712,1.239646708,0.565759437,0.078174137,
553,1.226691904,0.56575889,0.071819945,1.219310829,0.565758243,0.061485066,1.226692315,0.55206026,0.071820507,1.234072979,0.565759538,0.082154824,
554,1.221118137,0.56575889,0.075800685,1.213737037,0.565758128,0.065465831,1.221118616,0.55206026,0.075801356,1.228499237,0.565759652,0.086135539,
555,1.215544384,0.56575889,0.079781438,1.208163258,0.565757989,0.069446597,1.215544945,0.55206026,0.079782233,1.222925509,0.565759792,0.090116279,
556,1.209970644,0.56575889,0.083762219,1.202589493,0.565757836,0.073427391,1.209971301,0.55206026,0.083763151,1.217351795,0.565759945,0.094097047,
557,1.204396918,0.56575889,0.087743,1.197015741,0.565757671,0.077408197,1.204397685,0.55206026,0.087744082,1.211778094,0.56576011,0.098077803,
558,1.198823192,0.56575889,0.091723781,1.191442003,0.565757493,0.081388991,1.198824068,0.55206026,0.091725014,1.206204381,0.565760287,0.102058571,
559,1.193249466,0.56575889,0.095704589,1.185868264,0.565757303,0.085369799,1.193250466,0.55206026,0.095705986,1.200630668,0.565760478,0.106039379,
560,1.187675753,0.56575889,0.099685397,1.180294539,0.565757112,0.08935062,1.187676877,0.55206026,0.099686959,1.195056968,0.565760668,0.110020175,
561,1.182102041,0.56575889,0.103666205,1.174720814,0.565756909,0.093331428,1.182103288,0.55206026,0.103667945,1.189483268,0.565760872,0.114000983,
562,1.176528329,0.56575889,0.107647014,1.169147101,0.565756706,0.097312249,1.176529699,0.55206026,0.107648932,1.183909556,0.565761075,0.117981778,
563,1.17095463,0.56575889,0.111627836,1.163573403,0.565756503,0.101293071,1.170956123,0.55206026,0.111629932,1.178335857,0.565761278,0.1219626,
564,1.165380918,0.56575889,0.115608658,1.157999691,0.5657563,0.105273893,1.165382548,0.55206026,0.115610932,1.172762145,0.565761481,0.125943422,
565,1.159807205,0.56575889,0.119589466,1.152425978,0.565756096,0.109254688,1.159808959,0.55206026,0.119591918,1.167188433,0.565761684,0.129924243,
566,1.154233493,0.56575889,0.123570274,1.146852279,0.565755893,0.113235497,1.15423537,0.55206026,0.123572904,1.161614708,0.565761888,0.133905051,
567,1.148659781,0.56575889,0.127551082,1.141278579,0.565755703,0.117216292,1.148661781,0.55206026,0.127553877,1.156040983,0.565762078,0.137885872,
568,1.143086068,0.56575889,0.131531877,1.135704879,0.565755525,0.121197074,1.143088178,0.55206026,0.131534836,1.150467258,0.565762256,0.14186668,
569,1.137512342,0.56575889,0.135512671,1.130131166,0.565755347,0.125177856,1.137514562,0.55206026,0.135515781,1.144893519,0.565762434,0.145847487,
570,1.131938603,0.56575889,0.139493452,1.124557452,0.565755182,0.129158624,1.131940932,0.55206026,0.139496712,1.139319754,0.565762599,0.14982828,
571,1.126364863,0.56575889,0.143474219,1.118983737,0.56575503,0.133139378,1.126367288,0.55206026,0.143477603,1.133745989,0.565762751,0.15380906,
572,1.12079111,0.56575889,0.147454973,1.113410009,0.56575489,0.137120106,1.120793616,0.55206026,0.147458479,1.12817221,0.565762891,0.157789839,
573,1.115217342,0.56575889,0.151435712,1.107836268,0.565754776,0.141100833,1.115219918,0.55206026,0.151439329,1.122598417,0.565763005,0.161770591,
574,1.109643575,0.56575889,0.155416438,1.102262539,0.565754674,0.145081534,1.109646219,0.55206026,0.155420137,1.117024612,0.565763107,0.165751343,
575,1.104069781,0.56575889,0.159397137,1.096688782,0.565754585,0.149062207,1.104072479,0.55206026,0.159400918,1.11145078,0.565763196,0.169732067,
576,1.098495973,0.56575889,0.163377822,1.091115012,0.565754534,0.153042854,1.098498712,0.55206026,0.163381644,1.105876933,0.565763247,0.17371279,
